id,english_term,target_term,hindi_term,english_sentence,target_sentence,hindi_sentence,target_lang,source,needs_manual_review
gom_raw_Electrician (Tr_0304,voltage,व्होल्टेज,,2 Read the value of capacitance and working voltage from,2 Read the value of capacitance and working व्होल्टेज from,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0024,voltage,व्होल्टेज,,"80 Start and run, build up voltage and load MG set 178","80 Start and run, build up व्होल्टेज and load MG set 178",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0147,resistance,प्रतिकार,,3 Amp the required size of nichrome wire is 24 SWG and resistance is 4,3 Amp the required size of nichrome wire is 24 SWG and प्रतिकार is 4,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0187,voltage,व्होल्टेज,,"rging current & voltage, and wait until batter","rging current & व्होल्टेज, and wait until batter",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0193,cable,केबल,,ctor with cable,ctor with केबल,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0192,ammeter,अमीटर,,"Ammeter (MC, 0-5 Amp)","अमीटर (MC, 0-5 Amp)",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0226,fuse,फ्यूज,,"• Fuses - kit kat, cartridge, HRC,","• फ्यूजs - kit kat, cartridge, HRC,",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0011,capacitor,कॅपॅसिटर,,"27 Identify various types of capacitors, charging / discharging and testing 51","27 Identify various types of कॅपॅसिटरs, charging / discharging and testing 51",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0251,resistance,प्रतिकार,,• Resistance 100 Ω - 1 No,• प्रतिकार 100 Ω - 1 No,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0282,neutral wire,न्यूट्रल वायर,,disconnection of neutral wire and measure the voltage and current in the,disconnection of न्यूट्रल वायर and measure the voltage and current in the,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0080,voltage,व्होल्टेज,,"• measure the voltage, current and resistance value in se","• measure the व्होल्टेज, current and resistance value in se",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0093,ammeter,अमीटर,,e of lamps / resisters and note voltmeter & Ammeter readings,e of lamps / resisters and note voltmeter & अमीटर readings,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0148,resistance,प्रतिकार,,But total resistance of heating coil is 53 Ω,But total प्रतिकार of heating coil is 53 Ω,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0244,conduit,कंड्यूट,,Draw the PVC copper into the conduit pipes with the help of GI fish wire as per circuit diagram and No,Draw the PVC copper into the कंड्यूट pipes with the help of GI fish wire as per circuit diagram and No,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0317,capacitor,कॅपॅसिटर,,Identified various types of capacitors and it’,Identified various types of कॅपॅसिटरs and it’,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician_0002,voltmeter,व्होल्टमीटर,,"a) Construct energy measurement circuit with three phase energy meter , Voltmeter and","a) Construct energy measurement circuit with three phase energy meter , व्होल्टमीटर and",,gom_Deva,data/raw/Electrician.txt,True
gom_raw_Electrician (Tr_0284,copper conductor,तांब्याचो वाहक,,• wound the bare copper conductor on plastic bobbin,• wound the bare तांब्याचो वाहक on plastic bobbin,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0066,resistance,प्रतिकार,,erify the ohms law with variable voltage & constant resistance method,erify the ohms law with variable voltage & constant प्रतिकार method,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0268,resistance,प्रतिकार,,alue of Earth Resistance: < 2 Ω,alue of Earth प्रतिकार: < 2 Ω,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0134,insulation,इन्सुलेशन,,skin the insulation of wire and crimp the lug with crimpin,skin the इन्सुलेशन of wire and crimp the lug with crimpin,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0001,live wire,लाइव वायर,,reat a Person is in Contact with Live Wire 5,reat a Person is in Contact with लाइव वायर 5,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0231,fuse,फ्यूज,,3 Connect the glass fuse in low voltage circuit,3 Connect the glass फ्यूज in low voltage circuit,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0288,voltage,व्होल्टेज,,TASK 3 : Vary the coil turns and supply voltage (AC),TASK 3 : Vary the coil turns and supply व्होल्टेज (AC),,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0201,voltage,व्होल्टेज,,ce the potentiometer resistance step by step and record the voltage & current in each step,ce the potentiometer resistance step by step and record the व्होल्टेज & current in each step,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0044,cable,केबल,,"acquired in HT lines & LT lines, Bus-bar panels & cables, power transformers, etc after switching OFF the main","acquired in HT lines & LT lines, Bus-bar panels & केबलs, power transformers, etc after switching OFF the main",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0019,voltage,व्होल्टेज,,49 To measure high current & voltage using CT,49 To measure high current & व्होल्टेज using CT,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0246,fuse,फ्यूज,,2 Use proper rating of fuse/MCB and electrical accessories,2 Use proper rating of फ्यूज/MCB and electrical accessories,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0058,resistance,प्रतिकार,,erify the ohms law with variable resistance & constant voltage method,erify the ohms law with variable प्रतिकार & constant voltage method,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0098,voltage,व्होल्टेज,,Voltage drop across the,व्होल्टेज drop across the,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0090,voltmeter,व्होल्टमीटर,,3 Note down voltmeter & Ammeter readings,3 Note down व्होल्टमीटर & Ammeter readings,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0110,resistance,प्रतिकार,,variable resistance,variable प्रतिकार,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0214,conduit,कंड्यूट,,Draw / insert the wires into the PVC conduit pipe with G,Draw / insert the wires into the PVC कंड्यूट pipe with G,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0186,voltage,व्होल्टेज,,sure the battery voltage,sure the battery व्होल्टेज,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0114,ammeter,अमीटर,,"Ammeter 0-1 A, MC","अमीटर 0-1 A, MC",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0305,capacitor,कॅपॅसिटर,,TASK 2 : Test the capacitor for charge and discharge,TASK 2 : Test the कॅपॅसिटर for charge and discharge,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0070,ammeter,अमीटर,,4 Note down the voltmeter & Ammeter readings in each s,4 Note down the voltmeter & अमीटर readings in each s,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0152,voltage,व्होल्टेज,,TASK 1: Connect the cells in series and test the voltage & current,TASK 1: Connect the cells in series and test the व्होल्टेज & current,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0106,resistance,प्रतिकार,,EXERCISE 7: Measurement of unknown resistance using,EXERCISE 7: Measurement of unknown प्रतिकार using,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0211,megger,मेगर,,• Megger 500 V - 1 No,• मेगर 500 V - 1 No,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0249,resistance,प्रतिकार,,• measure the earth resistance of earthing point,• measure the earth प्रतिकार of earthing point,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0264,resistance,प्रतिकार,,• Do not test earth resistance with main supply ON,• Do not test earth प्रतिकार with main supply ON,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0236,fuse,फ्यूज,,• Connect the fuse always in phase line,• Connect the फ्यूज always in phase line,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0104,voltage,व्होल्टेज,,Ir6 OR Total voltage (V) = v1 + v2 + v3…,Ir6 OR Total व्होल्टेज (V) = v1 + v2 + v3…,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0105,resistance,प्रतिकार,,1 Resistance Total /g14 /g14 /g32,1 प्रतिकार Total /g14 /g14 /g32,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0270,earthing,अर्थिंग,,EXERCISE 25 : Testing of protective multiple earthing,EXERCISE 25 : Testing of protective multiple अर्थिंग,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0031,circuit breaker,सर्किट ब्रेकर,,115 Test tripping characteristic of circuit breaker for over current and short circuit,115 Test tripping characteristic of सर्किट ब्रेकर for over current and short circuit,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0255,resistance,प्रतिकार,,3 It is necessary to calibrate the earth tester before testing of earth resistance,3 It is necessary to calibrate the earth tester before testing of earth प्रतिकार,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0054,resistance,प्रतिकार,,• verify the ohms law by keeping circuit resistance consta,• verify the ohms law by keeping circuit प्रतिकार consta,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0218,conduit,कंड्यूट,,"Fix the conduits, casing an","Fix the कंड्यूटs, casing an",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0260,resistance,प्रतिकार,,6 Press the test button of earth tester note the resistance value recorded in earth tester,6 Press the test button of earth tester note the प्रतिकार value recorded in earth tester,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0313,ammeter,अमीटर,,and ammeter readings,and अमीटर readings,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0176,voltage,व्होल्टेज,,• Do not charge the battery with abnormal voltage / curre,• Do not charge the battery with abnormal व्होल्टेज / curre,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0041,capacitor,कॅपॅसिटर,,• Capacitor Any value,• कॅपॅसिटर Any value,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0089,voltage,व्होल्टेज,,"otal resistance, current and voltage drop","otal resistance, current and व्होल्टेज drop",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0122,voltage,व्होल्टेज,,Set the supply voltage to 50 V,Set the supply व्होल्टेज to 50 V,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0003,resistance,प्रतिकार,,07 Measurement of unknown resistance using Wheatstone bridge 13,07 Measurement of unknown प्रतिकार using Wheatstone bridge 13,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0087,ammeter,अमीटर,,e of lamps / resisters and note voltmeter & Ammeter readings,e of lamps / resisters and note voltmeter & अमीटर readings,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0242,cable,केबल,,ires & cables etc required for the wiring,ires & केबलs etc required for the wiring,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0102,resistance,प्रतिकार,,Total Resistance (R) = R1+R2+R3+……,Total प्रतिकार (R) = R1+R2+R3+……,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0203,ammeter,अमीटर,,eter & ammeter reading shows,eter & अमीटर reading shows,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0071,voltage,व्होल्टेज,,Method-1 (Constant voltage & variable resistance method),Method-1 (Constant व्होल्टेज & variable resistance method),,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0256,resistance,प्रतिकार,,P1 & P2 C2 of earth tester and connect resistance of 100 Ω across,P1 & P2 C2 of earth tester and connect प्रतिकार of 100 Ω across,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0194,voltage,व्होल्टेज,,"Check and study the construction, voltage & power ratin","Check and study the construction, व्होल्टेज & power ratin",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0263,resistance,प्रतिकार,,value of earth resistance,value of earth प्रतिकार,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0321,capacitor,कॅपॅसिटर,,2 Fully Charged: capacitor voltage equals sou,2 Fully Charged: कॅपॅसिटर voltage equals sou,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0078,voltage,व्होल्टेज,,Method-2 (Constant resistance & variable voltage method),Method-2 (Constant resistance & variable व्होल्टेज method),,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0199,ammeter,अमीटर,,6 Record the readings of open circuit voltage & current in voltmeter and ammeter,6 Record the readings of open circuit voltage & current in voltmeter and अमीटर,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0314,capacitor,कॅपॅसिटर,,TASK 3 : Testing of capacitor with ohmmeter,TASK 3 : Testing of कॅपॅसिटर with ohmmeter,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0013,voltage,व्होल्टेज,,31 To build up the voltage in DC shunt Generator 60,31 To build up the व्होल्टेज in DC shunt Generator 60,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0014,voltage,व्होल्टेज,,32 To build up the voltage in DC compound Generator 62,32 To build up the व्होल्टेज in DC compound Generator 62,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0190,voltage,व्होल्टेज,,• measure the open circuit voltage & short circuit current of solar cells / PV modules and calculate the power,• measure the open circuit व्होल्टेज & short circuit current of solar cells / PV modules and calculate the power,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0267,resistance,प्रतिकार,,Earth Resistance Ω Ω Ω Ω,Earth प्रतिकार Ω Ω Ω Ω,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0128,voltage,व्होल्टेज,,Applied voltage,Applied व्होल्टेज,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0068,voltage,व्होल्टेज,,3 Keep the circuit resistance constant and vary the input voltage step by step with Auto Transformer,3 Keep the circuit resistance constant and vary the input व्होल्टेज step by step with Auto Transformer,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0294,capacitor,कॅपॅसिटर,,• identify the type of capacitor by visual inspection,• identify the type of कॅपॅसिटर by visual inspection,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0015,voltage,व्होल्टेज,,35 Manual voltage control in DC Generator 68,35 Manual व्होल्टेज control in DC Generator 68,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0273,earthing,अर्थिंग,,Protective Multiple Earthing,Protective Multiple अर्थिंग,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0224,fuse,फ्यूज,,"• connect the fuse, MCB and test for over load & short circuit fault","• connect the फ्यूज, MCB and test for over load & short circuit fault",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0292,voltage,व्होल्टेज,,y excess voltage to electromagnet,y excess व्होल्टेज to electromagnet,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0138,insulation,इन्सुलेशन,,• Insulation ta,• इन्सुलेशन ta,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0172,voltage,व्होल्टेज,,"4 Check the initial specific gravity of electrolyte of each cell with hydrometer, and measure the battery voltage","4 Check the initial specific gravity of electrolyte of each cell with hydrometer, and measure the battery व्होल्टेज",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0088,resistance,प्रतिकार,,"otal resistance, current and voltage drop","otal प्रतिकार, current and voltage drop",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0197,voltage,व्होल्टेज,,6 Record the readings of open circuit voltage & current in voltmeter and ammeter,6 Record the readings of open circuit व्होल्टेज & current in voltmeter and ammeter,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0247,resistance,प्रतिकार,,EXERCISE 24 : To measure the earth resistance by earth,EXERCISE 24 : To measure the earth प्रतिकार by earth,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0079,voltage,व्होल्टेज,,EXERCISE 6: To measure the voltage & current in series,EXERCISE 6: To measure the व्होल्टेज & current in series,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0230,fuse,फ्यूज,,2 Make the connection of fuses in simple electrical circuit,2 Make the connection of फ्यूजs in simple electrical circuit,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0319,voltage,व्होल्टेज,,1 Charging: at the time of charging capacitor voltage inc,1 Charging: at the time of charging capacitor व्होल्टेज inc,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0158,voltage,व्होल्टेज,,Measure the voltage drop and calculate internal resista,Measure the व्होल्टेज drop and calculate internal resista,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0154,voltage,व्होल्टेज,,Measure the voltage drop and calculate internal resista,Measure the व्होल्टेज drop and calculate internal resista,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0215,conduit,कंड्यूट,,• PVC conduit pipe & accessories,• PVC कंड्यूट pipe & accessories,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0310,voltmeter,व्होल्टमीटर,,5 Observe the voltmeter reading at equal intervals of time,5 Observe the व्होल्टमीटर reading at equal intervals of time,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0191,voltage,व्होल्टेज,,The electrical power output of solar cells/PV modules is calculated by the product of open circuit voltage (VOC),The electrical power output of solar cells/PV modules is calculated by the product of open circuit व्होल्टेज (VOC),,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0008,fuse,फ्यूज,,"22 To identify protective fuse, MCB, ELCB and testing 42","22 To identify protective फ्यूज, MCB, ELCB and testing 42",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0250,earthing,अर्थिंग,,• measure the earth resistance of earthing point,• measure the earth resistance of अर्थिंग point,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0136,insulation,इन्सुलेशन,,Remove the insulation of 1,Remove the इन्सुलेशन of 1,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0036,voltage,व्होल्टेज,,Multi meter must be used carefully and do not measure high voltage & current,Multi meter must be used carefully and do not measure high व्होल्टेज & current,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0258,resistance,प्रतिकार,,TASK 3 : Measure the earth resistance of Earthing p oint,TASK 3 : Measure the earth प्रतिकार of Earthing p oint,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0213,conduit,कंड्यूट,,Fix the PVC conduit pipes with saddles on wiring board as per wiring layout,Fix the PVC कंड्यूट pipes with saddles on wiring board as per wiring layout,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0040,voltage,व्होल्टेज,,"• identify the discharge rod, check the voltage and insula","• identify the discharge rod, check the व्होल्टेज and insula",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0111,voltage,व्होल्टेज,,EXERCISE 8 : Measure the current and voltage in,EXERCISE 8 : Measure the current and व्होल्टेज in,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0143,voltage,व्होल्टेज,,7 Switch ON the supply and slowly increase the voltage i,7 Switch ON the supply and slowly increase the व्होल्टेज i,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0281,neutral wire,न्यूट्रल वायर,,nt and main neutral wire,nt and main न्यूट्रल वायर,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0016,single phase,सिंगल फेज,,41 To measure the transformation ratio of single phase transformer 82,41 To measure the transformation ratio of सिंगल फेज transformer 82,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0175,voltage,व्होल्टेज,,arging voltage & current valu,arging व्होल्टेज & current valu,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0290,ac supply,एसी पुरवठो,,AC supply through an auto transformer,एसी पुरवठो through an auto transformer,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0299,ammeter,अमीटर,,• Ammeter 100mA MC - 1,• अमीटर 100mA MC - 1,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0206,voltage,व्होल्टेज,,No Radiation Voltage,No Radiation व्होल्टेज,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0086,voltmeter,व्होल्टमीटर,,e of lamps / resisters and note voltmeter & Ammeter readings,e of lamps / resisters and note व्होल्टमीटर & Ammeter readings,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0245,fuse,फ्यूज,,propriate rating of fuse/MCB’,propriate rating of फ्यूज/MCB’,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0137,insulation,इन्सुलेशन,,skin the insulation of pvc copper wire and cleaning,skin the इन्सुलेशन of pvc copper wire and cleaning,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0146,resistance,प्रतिकार,,Resistance of heating coil,प्रतिकार of heating coil,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0271,earthing,अर्थिंग,,• identify and test the Earthing installations,• identify and test the अर्थिंग installations,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0167,resistance,प्रतिकार,,Internal resistance,Internal प्रतिकार,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0018,voltage,व्होल्टेज,,48 Test and verify the voltage of 1 Ph & 3 ph,48 Test and verify the व्होल्टेज of 1 Ph & 3 ph,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0061,ammeter,अमीटर,,4 Note down voltmeter & Ammeter readings,4 Note down voltmeter & अमीटर readings,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0219,insulation,इन्सुलेशन,,Insulation resistance test between conductors,इन्सुलेशन resistance test between conductors,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0198,voltmeter,व्होल्टमीटर,,6 Record the readings of open circuit voltage & current in voltmeter and ammeter,6 Record the readings of open circuit voltage & current in व्होल्टमीटर and ammeter,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0303,capacitor,कॅपॅसिटर,,1 From the capacitor provided by the instructor identify its type,1 From the कॅपॅसिटर provided by the instructor identify its type,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0297,insulation,इन्सुलेशन,,• test the capacitor with DC supply for insulation and leak,• test the capacitor with DC supply for इन्सुलेशन and leak,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0300,capacitor,कॅपॅसिटर,,"• Capacitors - paper, mica, electrolytic, Mylar","• कॅपॅसिटरs - paper, mica, electrolytic, Mylar",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0075,resistance,प्रतिकार,,Fixed Resistance (R) Variable Voltage (V) Current (I) I = V/R,Fixed प्रतिकार (R) Variable Voltage (V) Current (I) I = V/R,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0287,copper conductor,तांब्याचो वाहक,,4 Now start winding of bare copper conductor uniformly o,4 Now start winding of bare तांब्याचो वाहक uniformly o,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0120,voltage,व्होल्टेज,,voltages is zero,व्होल्टेजs is zero,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0257,resistance,प्रतिकार,,", and it is ready for measurement of Earth resistance",", and it is ready for measurement of Earth प्रतिकार",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0169,resistance,प्रतिकार,,Total internal resistance (rt) = r1+r2,Total internal प्रतिकार (rt) = r1+r2,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0259,earthing,अर्थिंग,,TASK 3 : Measure the earth resistance of Earthing p oint,TASK 3 : Measure the earth resistance of अर्थिंग p oint,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0180,voltage,व्होल्टेज,,TASK 1 : Charge the battery by constant voltage charging method,TASK 1 : Charge the battery by constant व्होल्टेज charging method,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0239,main switch,मुखेल स्विच,,3 Calculate current rating of main switch fuse and main d,3 Calculate current rating of मुखेल स्विच fuse and main d,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0275,earthing,अर्थिंग,,connected to the earthing point as well as neutral wire of main incoming supply,connected to the अर्थिंग point as well as neutral wire of main incoming supply,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0109,resistance,प्रतिकार,,TASK 1: Measure the value of unknown resistance using the wheat stone bridge,TASK 1: Measure the value of unknown प्रतिकार using the wheat stone bridge,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0301,voltage,व्होल्टेज,,values/voltage ratings) - as reqd,values/व्होल्टेज ratings) - as reqd,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
