id,english_term,target_term,hindi_term,english_sentence,target_sentence,hindi_sentence,target_lang,source,needs_manual_review
doi_raw_Electrician (Tr_0024,voltage,वोल्टेज,,"80 Start and run, build up voltage and load MG set 178","80 Start and run, build up वोल्टेज and load MG set 178",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0147,resistance,प्रतिरोध,,3 Amp the required size of nichrome wire is 24 SWG and resistance is 4,3 Amp the required size of nichrome wire is 24 SWG and प्रतिरोध is 4,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0187,voltage,वोल्टेज,,"rging current & voltage, and wait until batter","rging current & वोल्टेज, and wait until batter",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0193,cable,केबल,,ctor with cable,ctor with केबल,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0192,ammeter,अमीटर,,"Ammeter (MC, 0-5 Amp)","अमीटर (MC, 0-5 Amp)",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0226,fuse,फ्यूज,,"• Fuses - kit kat, cartridge, HRC,","• फ्यूजs - kit kat, cartridge, HRC,",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0011,capacitor,कैपेसिटर,,"27 Identify various types of capacitors, charging / discharging and testing 51","27 Identify various types of कैपेसिटरs, charging / discharging and testing 51",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0251,resistance,प्रतिरोध,,• Resistance 100 Ω - 1 No,• प्रतिरोध 100 Ω - 1 No,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0282,neutral wire,न्यूट्रल तार,,disconnection of neutral wire and measure the voltage and current in the,disconnection of न्यूट्रल तार and measure the voltage and current in the,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0080,voltage,वोल्टेज,,"• measure the voltage, current and resistance value in se","• measure the वोल्टेज, current and resistance value in se",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0093,ammeter,अमीटर,,e of lamps / resisters and note voltmeter & Ammeter readings,e of lamps / resisters and note voltmeter & अमीटर readings,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0148,resistance,प्रतिरोध,,But total resistance of heating coil is 53 Ω,But total प्रतिरोध of heating coil is 53 Ω,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0244,conduit,कंड्यूट,,Draw the PVC copper into the conduit pipes with the help of GI fish wire as per circuit diagram and No,Draw the PVC copper into the कंड्यूट pipes with the help of GI fish wire as per circuit diagram and No,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0317,capacitor,कैपेसिटर,,Identified various types of capacitors and it’,Identified various types of कैपेसिटरs and it’,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician_0002,voltmeter,वोल्टमीटर,,"a) Construct energy measurement circuit with three phase energy meter , Voltmeter and","a) Construct energy measurement circuit with three phase energy meter , वोल्टमीटर and",,doi_Deva,data/raw/Electrician.txt,True
doi_raw_Electrician (Tr_0284,copper conductor,तांबे दा चालक,,• wound the bare copper conductor on plastic bobbin,• wound the bare तांबे दा चालक on plastic bobbin,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0066,resistance,प्रतिरोध,,erify the ohms law with variable voltage & constant resistance method,erify the ohms law with variable voltage & constant प्रतिरोध method,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0268,resistance,प्रतिरोध,,alue of Earth Resistance: < 2 Ω,alue of Earth प्रतिरोध: < 2 Ω,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0134,insulation,इन्सुलेशन,,skin the insulation of wire and crimp the lug with crimpin,skin the इन्सुलेशन of wire and crimp the lug with crimpin,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0001,live wire,लाइव तार,,reat a Person is in Contact with Live Wire 5,reat a Person is in Contact with लाइव तार 5,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0231,fuse,फ्यूज,,3 Connect the glass fuse in low voltage circuit,3 Connect the glass फ्यूज in low voltage circuit,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0288,voltage,वोल्टेज,,TASK 3 : Vary the coil turns and supply voltage (AC),TASK 3 : Vary the coil turns and supply वोल्टेज (AC),,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0201,voltage,वोल्टेज,,ce the potentiometer resistance step by step and record the voltage & current in each step,ce the potentiometer resistance step by step and record the वोल्टेज & current in each step,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0044,cable,केबल,,"acquired in HT lines & LT lines, Bus-bar panels & cables, power transformers, etc after switching OFF the main","acquired in HT lines & LT lines, Bus-bar panels & केबलs, power transformers, etc after switching OFF the main",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0019,voltage,वोल्टेज,,49 To measure high current & voltage using CT,49 To measure high current & वोल्टेज using CT,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0246,fuse,फ्यूज,,2 Use proper rating of fuse/MCB and electrical accessories,2 Use proper rating of फ्यूज/MCB and electrical accessories,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0058,resistance,प्रतिरोध,,erify the ohms law with variable resistance & constant voltage method,erify the ohms law with variable प्रतिरोध & constant voltage method,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0098,voltage,वोल्टेज,,Voltage drop across the,वोल्टेज drop across the,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0090,voltmeter,वोल्टमीटर,,3 Note down voltmeter & Ammeter readings,3 Note down वोल्टमीटर & Ammeter readings,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0110,resistance,प्रतिरोध,,variable resistance,variable प्रतिरोध,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0214,conduit,कंड्यूट,,Draw / insert the wires into the PVC conduit pipe with G,Draw / insert the wires into the PVC कंड्यूट pipe with G,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0186,voltage,वोल्टेज,,sure the battery voltage,sure the battery वोल्टेज,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0114,ammeter,अमीटर,,"Ammeter 0-1 A, MC","अमीटर 0-1 A, MC",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0305,capacitor,कैपेसिटर,,TASK 2 : Test the capacitor for charge and discharge,TASK 2 : Test the कैपेसिटर for charge and discharge,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0070,ammeter,अमीटर,,4 Note down the voltmeter & Ammeter readings in each s,4 Note down the voltmeter & अमीटर readings in each s,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0152,voltage,वोल्टेज,,TASK 1: Connect the cells in series and test the voltage & current,TASK 1: Connect the cells in series and test the वोल्टेज & current,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0106,resistance,प्रतिरोध,,EXERCISE 7: Measurement of unknown resistance using,EXERCISE 7: Measurement of unknown प्रतिरोध using,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0211,megger,मेगर,,• Megger 500 V - 1 No,• मेगर 500 V - 1 No,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0249,resistance,प्रतिरोध,,• measure the earth resistance of earthing point,• measure the earth प्रतिरोध of earthing point,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0264,resistance,प्रतिरोध,,• Do not test earth resistance with main supply ON,• Do not test earth प्रतिरोध with main supply ON,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0236,fuse,फ्यूज,,• Connect the fuse always in phase line,• Connect the फ्यूज always in phase line,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0104,voltage,वोल्टेज,,Ir6 OR Total voltage (V) = v1 + v2 + v3…,Ir6 OR Total वोल्टेज (V) = v1 + v2 + v3…,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0105,resistance,प्रतिरोध,,1 Resistance Total /g14 /g14 /g32,1 प्रतिरोध Total /g14 /g14 /g32,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0270,earthing,अर्थिंग,,EXERCISE 25 : Testing of protective multiple earthing,EXERCISE 25 : Testing of protective multiple अर्थिंग,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0031,circuit breaker,सर्किट ब्रेकर,,115 Test tripping characteristic of circuit breaker for over current and short circuit,115 Test tripping characteristic of सर्किट ब्रेकर for over current and short circuit,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0255,resistance,प्रतिरोध,,3 It is necessary to calibrate the earth tester before testing of earth resistance,3 It is necessary to calibrate the earth tester before testing of earth प्रतिरोध,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0054,resistance,प्रतिरोध,,• verify the ohms law by keeping circuit resistance consta,• verify the ohms law by keeping circuit प्रतिरोध consta,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0218,conduit,कंड्यूट,,"Fix the conduits, casing an","Fix the कंड्यूटs, casing an",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0260,resistance,प्रतिरोध,,6 Press the test button of earth tester note the resistance value recorded in earth tester,6 Press the test button of earth tester note the प्रतिरोध value recorded in earth tester,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0313,ammeter,अमीटर,,and ammeter readings,and अमीटर readings,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0176,voltage,वोल्टेज,,• Do not charge the battery with abnormal voltage / curre,• Do not charge the battery with abnormal वोल्टेज / curre,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0041,capacitor,कैपेसिटर,,• Capacitor Any value,• कैपेसिटर Any value,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0089,voltage,वोल्टेज,,"otal resistance, current and voltage drop","otal resistance, current and वोल्टेज drop",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0122,voltage,वोल्टेज,,Set the supply voltage to 50 V,Set the supply वोल्टेज to 50 V,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0003,resistance,प्रतिरोध,,07 Measurement of unknown resistance using Wheatstone bridge 13,07 Measurement of unknown प्रतिरोध using Wheatstone bridge 13,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0087,ammeter,अमीटर,,e of lamps / resisters and note voltmeter & Ammeter readings,e of lamps / resisters and note voltmeter & अमीटर readings,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0242,cable,केबल,,ires & cables etc required for the wiring,ires & केबलs etc required for the wiring,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0102,resistance,प्रतिरोध,,Total Resistance (R) = R1+R2+R3+……,Total प्रतिरोध (R) = R1+R2+R3+……,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0203,ammeter,अमीटर,,eter & ammeter reading shows,eter & अमीटर reading shows,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0071,voltage,वोल्टेज,,Method-1 (Constant voltage & variable resistance method),Method-1 (Constant वोल्टेज & variable resistance method),,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0256,resistance,प्रतिरोध,,P1 & P2 C2 of earth tester and connect resistance of 100 Ω across,P1 & P2 C2 of earth tester and connect प्रतिरोध of 100 Ω across,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0194,voltage,वोल्टेज,,"Check and study the construction, voltage & power ratin","Check and study the construction, वोल्टेज & power ratin",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0263,resistance,प्रतिरोध,,value of earth resistance,value of earth प्रतिरोध,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0321,capacitor,कैपेसिटर,,2 Fully Charged: capacitor voltage equals sou,2 Fully Charged: कैपेसिटर voltage equals sou,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0078,voltage,वोल्टेज,,Method-2 (Constant resistance & variable voltage method),Method-2 (Constant resistance & variable वोल्टेज method),,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0199,ammeter,अमीटर,,6 Record the readings of open circuit voltage & current in voltmeter and ammeter,6 Record the readings of open circuit voltage & current in voltmeter and अमीटर,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0314,capacitor,कैपेसिटर,,TASK 3 : Testing of capacitor with ohmmeter,TASK 3 : Testing of कैपेसिटर with ohmmeter,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0013,voltage,वोल्टेज,,31 To build up the voltage in DC shunt Generator 60,31 To build up the वोल्टेज in DC shunt Generator 60,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0014,voltage,वोल्टेज,,32 To build up the voltage in DC compound Generator 62,32 To build up the वोल्टेज in DC compound Generator 62,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0190,voltage,वोल्टेज,,• measure the open circuit voltage & short circuit current of solar cells / PV modules and calculate the power,• measure the open circuit वोल्टेज & short circuit current of solar cells / PV modules and calculate the power,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0267,resistance,प्रतिरोध,,Earth Resistance Ω Ω Ω Ω,Earth प्रतिरोध Ω Ω Ω Ω,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0128,voltage,वोल्टेज,,Applied voltage,Applied वोल्टेज,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0068,voltage,वोल्टेज,,3 Keep the circuit resistance constant and vary the input voltage step by step with Auto Transformer,3 Keep the circuit resistance constant and vary the input वोल्टेज step by step with Auto Transformer,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0294,capacitor,कैपेसिटर,,• identify the type of capacitor by visual inspection,• identify the type of कैपेसिटर by visual inspection,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0015,voltage,वोल्टेज,,35 Manual voltage control in DC Generator 68,35 Manual वोल्टेज control in DC Generator 68,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0273,earthing,अर्थिंग,,Protective Multiple Earthing,Protective Multiple अर्थिंग,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0224,fuse,फ्यूज,,"• connect the fuse, MCB and test for over load & short circuit fault","• connect the फ्यूज, MCB and test for over load & short circuit fault",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0292,voltage,वोल्टेज,,y excess voltage to electromagnet,y excess वोल्टेज to electromagnet,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0138,insulation,इन्सुलेशन,,• Insulation ta,• इन्सुलेशन ta,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0172,voltage,वोल्टेज,,"4 Check the initial specific gravity of electrolyte of each cell with hydrometer, and measure the battery voltage","4 Check the initial specific gravity of electrolyte of each cell with hydrometer, and measure the battery वोल्टेज",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0088,resistance,प्रतिरोध,,"otal resistance, current and voltage drop","otal प्रतिरोध, current and voltage drop",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0197,voltage,वोल्टेज,,6 Record the readings of open circuit voltage & current in voltmeter and ammeter,6 Record the readings of open circuit वोल्टेज & current in voltmeter and ammeter,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0247,resistance,प्रतिरोध,,EXERCISE 24 : To measure the earth resistance by earth,EXERCISE 24 : To measure the earth प्रतिरोध by earth,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0079,voltage,वोल्टेज,,EXERCISE 6: To measure the voltage & current in series,EXERCISE 6: To measure the वोल्टेज & current in series,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0230,fuse,फ्यूज,,2 Make the connection of fuses in simple electrical circuit,2 Make the connection of फ्यूजs in simple electrical circuit,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0319,voltage,वोल्टेज,,1 Charging: at the time of charging capacitor voltage inc,1 Charging: at the time of charging capacitor वोल्टेज inc,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0158,voltage,वोल्टेज,,Measure the voltage drop and calculate internal resista,Measure the वोल्टेज drop and calculate internal resista,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0154,voltage,वोल्टेज,,Measure the voltage drop and calculate internal resista,Measure the वोल्टेज drop and calculate internal resista,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0215,conduit,कंड्यूट,,• PVC conduit pipe & accessories,• PVC कंड्यूट pipe & accessories,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0310,voltmeter,वोल्टमीटर,,5 Observe the voltmeter reading at equal intervals of time,5 Observe the वोल्टमीटर reading at equal intervals of time,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0191,voltage,वोल्टेज,,The electrical power output of solar cells/PV modules is calculated by the product of open circuit voltage (VOC),The electrical power output of solar cells/PV modules is calculated by the product of open circuit वोल्टेज (VOC),,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0008,fuse,फ्यूज,,"22 To identify protective fuse, MCB, ELCB and testing 42","22 To identify protective फ्यूज, MCB, ELCB and testing 42",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0250,earthing,अर्थिंग,,• measure the earth resistance of earthing point,• measure the earth resistance of अर्थिंग point,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0136,insulation,इन्सुलेशन,,Remove the insulation of 1,Remove the इन्सुलेशन of 1,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0036,voltage,वोल्टेज,,Multi meter must be used carefully and do not measure high voltage & current,Multi meter must be used carefully and do not measure high वोल्टेज & current,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0258,resistance,प्रतिरोध,,TASK 3 : Measure the earth resistance of Earthing p oint,TASK 3 : Measure the earth प्रतिरोध of Earthing p oint,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0213,conduit,कंड्यूट,,Fix the PVC conduit pipes with saddles on wiring board as per wiring layout,Fix the PVC कंड्यूट pipes with saddles on wiring board as per wiring layout,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0040,voltage,वोल्टेज,,"• identify the discharge rod, check the voltage and insula","• identify the discharge rod, check the वोल्टेज and insula",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0111,voltage,वोल्टेज,,EXERCISE 8 : Measure the current and voltage in,EXERCISE 8 : Measure the current and वोल्टेज in,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0143,voltage,वोल्टेज,,7 Switch ON the supply and slowly increase the voltage i,7 Switch ON the supply and slowly increase the वोल्टेज i,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0281,neutral wire,न्यूट्रल तार,,nt and main neutral wire,nt and main न्यूट्रल तार,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0016,single phase,सिंगल फेज,,41 To measure the transformation ratio of single phase transformer 82,41 To measure the transformation ratio of सिंगल फेज transformer 82,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0175,voltage,वोल्टेज,,arging voltage & current valu,arging वोल्टेज & current valu,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0290,ac supply,एसी सप्लाई,,AC supply through an auto transformer,एसी सप्लाई through an auto transformer,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0299,ammeter,अमीटर,,• Ammeter 100mA MC - 1,• अमीटर 100mA MC - 1,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0206,voltage,वोल्टेज,,No Radiation Voltage,No Radiation वोल्टेज,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0086,voltmeter,वोल्टमीटर,,e of lamps / resisters and note voltmeter & Ammeter readings,e of lamps / resisters and note वोल्टमीटर & Ammeter readings,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0245,fuse,फ्यूज,,propriate rating of fuse/MCB’,propriate rating of फ्यूज/MCB’,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0137,insulation,इन्सुलेशन,,skin the insulation of pvc copper wire and cleaning,skin the इन्सुलेशन of pvc copper wire and cleaning,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0146,resistance,प्रतिरोध,,Resistance of heating coil,प्रतिरोध of heating coil,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0271,earthing,अर्थिंग,,• identify and test the Earthing installations,• identify and test the अर्थिंग installations,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0167,resistance,प्रतिरोध,,Internal resistance,Internal प्रतिरोध,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0018,voltage,वोल्टेज,,48 Test and verify the voltage of 1 Ph & 3 ph,48 Test and verify the वोल्टेज of 1 Ph & 3 ph,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0061,ammeter,अमीटर,,4 Note down voltmeter & Ammeter readings,4 Note down voltmeter & अमीटर readings,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0219,insulation,इन्सुलेशन,,Insulation resistance test between conductors,इन्सुलेशन resistance test between conductors,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0198,voltmeter,वोल्टमीटर,,6 Record the readings of open circuit voltage & current in voltmeter and ammeter,6 Record the readings of open circuit voltage & current in वोल्टमीटर and ammeter,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0303,capacitor,कैपेसिटर,,1 From the capacitor provided by the instructor identify its type,1 From the कैपेसिटर provided by the instructor identify its type,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0297,insulation,इन्सुलेशन,,• test the capacitor with DC supply for insulation and leak,• test the capacitor with DC supply for इन्सुलेशन and leak,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0300,capacitor,कैपेसिटर,,"• Capacitors - paper, mica, electrolytic, Mylar","• कैपेसिटरs - paper, mica, electrolytic, Mylar",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0075,resistance,प्रतिरोध,,Fixed Resistance (R) Variable Voltage (V) Current (I) I = V/R,Fixed प्रतिरोध (R) Variable Voltage (V) Current (I) I = V/R,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0287,copper conductor,तांबे दा चालक,,4 Now start winding of bare copper conductor uniformly o,4 Now start winding of bare तांबे दा चालक uniformly o,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0120,voltage,वोल्टेज,,voltages is zero,वोल्टेजs is zero,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0257,resistance,प्रतिरोध,,", and it is ready for measurement of Earth resistance",", and it is ready for measurement of Earth प्रतिरोध",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0169,resistance,प्रतिरोध,,Total internal resistance (rt) = r1+r2,Total internal प्रतिरोध (rt) = r1+r2,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0259,earthing,अर्थिंग,,TASK 3 : Measure the earth resistance of Earthing p oint,TASK 3 : Measure the earth resistance of अर्थिंग p oint,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0180,voltage,वोल्टेज,,TASK 1 : Charge the battery by constant voltage charging method,TASK 1 : Charge the battery by constant वोल्टेज charging method,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0239,main switch,मुख्य स्विच,,3 Calculate current rating of main switch fuse and main d,3 Calculate current rating of मुख्य स्विच fuse and main d,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0275,earthing,अर्थिंग,,connected to the earthing point as well as neutral wire of main incoming supply,connected to the अर्थिंग point as well as neutral wire of main incoming supply,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0109,resistance,प्रतिरोध,,TASK 1: Measure the value of unknown resistance using the wheat stone bridge,TASK 1: Measure the value of unknown प्रतिरोध using the wheat stone bridge,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0301,voltage,वोल्टेज,,values/voltage ratings) - as reqd,values/वोल्टेज ratings) - as reqd,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0030,circuit breaker,सर्किट ब्रेकर,,"114 Identify the parts of circuit breaker, check its operation 317","114 Identify the parts of सर्किट ब्रेकर, check its operation 317",,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
doi_raw_Electrician (Tr_0048,cable,केबल,,3 Switch OFF the LT breaker and ensure that No power supply in LT panel & cables,3 Switch OFF the LT breaker and ensure that No power supply in LT panel & केबलs,,doi_Deva,data/raw/Electrician (Trade Practical).txt,True
